,id_sentence,text,id_tale,Y_1,Y_2,Y_3,Y_vote,target
232,233,แต่เพราะจานตื้นมากและปากของมันก็ยาวเกินไป มันจึงได้แต่ชิมแค่น้ำซุปหยดน้อยๆ เท่านั้นเอง ขณะที่หมาจิ้งจอกใช้ลิ้นเลียน้ำซุป,4,-1,0,0,0,0
233,234,นกกระสามองดูอย่างไม่มีความสุข เมื่อหมาจิ้งจอกตั้งหน้าตั้งตาเลียเอา เลียเอา,4,-1,-1,-1,-1,1
234,235,“โอ้ อร่อยชะมัด” หมาจิ้งจอกพึมพำ “ขนาดข้ายังอดพูดเองไม่ได้เลย”,4,1,1,1,1,1
235,236,มันชายตามองนกกระสา “เจ้าไม่หิวหรือ” หมาจิ้งจอกยิ้มเยาะ แล้วเลียซุปอีก,4,-1,-1,0,0,0
236,237,นกกระสาพยายามจะกินซุปอีกเล็กน้อย,4,0,0,0,0,1
237,238,มันจุ่มปากลงไปอีกครั้ง แต่ก็ยังตักอะไรขึ้นมาไม่ได้,4,0,-1,0,0,0
238,239,มันพยายามเอียงปากไปด้านข้างแต่ก็ไม่พอดีจานอยู่เหมือนเดิม,4,-1,-1,0,0,0
239,240,ยิ่งหมาจิ้งจอกเลียซุปไปมากเท่าไร ซุปก็ยิ่งเหลือน้อยลง นกกระสาก็ยิ่งกินไม่ได้เข้าไปใหญ่,4,-1,-1,0,0,0
240,241,มันมองหมาจิ้งจอกเลียจนเกลี้ยงจานด้วยความเศร้าใจ,4,-1,-1,-1,-1,1
241,242,เมื่อหมาจิ้งจอกจัดการกับซุปหยดน้อยหยุดสุดท้ายจนเสร็จสิ้นก็เอนหลังแล้วตบพุงเบาๆ,4,1,0,0,0,0
242,243,มันมองใบหน้างอๆ ของนกกระสาแล้วยิ้มแป้น “เจ้าไม่ชอบซุปหรือ” มันถาม,4,-1,0,1,1,0
243,244,นกกระสามองใบหน้าของหมาจิ้งจอกแวบหนึ่ง จึงได้เข้าใจว่ามันถูกหลอกเสียแล้ว,4,-1,-1,-1,-1,1
244,245,แต่มันก็แกล้งทำเป็นซื่อ “อร่อยดีจ้ะ ขอบคุณมากเลย”,4,1,1,1,1,1
245,246,“ด้วยความยินดี” หมาจิ้งจอกตอบ พยายามตีหน้าเฉย,4,1,1,1,1,1
246,247,ต่อมาในคืนนั้น เมื่อนกกระสาเดินลุยน้ำไปรอบๆ ทะเลสาบ เพื่อจะจับปลาใส่ท้องที่ว่างเปล่า,4,0,-1,0,0,0
247,248,มันจึงขบคิดหาทางเอาคืนหมาจิ้งจอกให้ได้จนในที่สุด มันก็ได้ความคิดดีๆ ขึ้นมา,4,1,1,1,1,1
248,249,ในตอนเช้า นกกระสารีบไปหาหมาจิ้งจอก “ข้าอยากจะเชิญเจ้าไปกินอาหารกลางวันเพื่อเป็นการตอบแทนความมีน้ำใจน่ะจ้ะ” นกกระสาพูด,4,1,1,1,1,1
249,250,“งั้นหรือ” หมาจิ้งจอกมีท่าทีประหลาดใจ,4,-1,0,1,1,0
250,251,“ใช่แล้วจ้ะ” นกกระสาพูด “มาที่ทะเลสาบตอนบ่ายโมงนะ ข้าจะเตรียมทุกอย่างไว้ให้พร้อม”,4,0,0,0,0,1
251,252,แล้วนกกระสาก็เดินเข้าไปในหมู่ไม้ มีเสียงหัวเราะดังขึ้นจากกิ่งไม้ด้านบน,4,1,1,1,1,1
252,253,“ระวังตัวให้ดีล่ะ” กระรอกร้องบอก “นกตัวนั้นคงจะหาทางเอาคืนแน่”,4,-1,-1,1,1,0
253,254,หมาจิ้งจอกส่ายหัว “ไม่มีใครจะเอาชนะหมาจิ้งจอกได้หรอก!”,4,1,0,1,1,0
254,255,บ่ายวันนั้น หมาจิ้งจอกมาที่ทะเลสาบ เตรียมพร้อมสำหรับมื้อกลางวัน,4,0,0,0,0,1
255,256,“ใช้ธรรมเนียมของเจ้าที่กินซุปจากจานเดียวกันเถอะ” นกกระสาพูด แล้วมันก็หยิบไหทรงสูงที่มีคอขวดผอมยาวออกมา “อย่ามัวแต่เกรงใจล่ะ”,4,1,0,0,0,0
256,257,มันคะยั้นคะยอหมาจิ้งจอก “เริ่มได้เลยจ้ะ”,4,0,0,0,0,1
257,258,หมาจิ้งจอกมองไหอย่างไม่แน่ใจ มันยืนด้วยขาหลังแล้ววางอุ้งเท้าหน้าบนขอบไห,4,0,0,-1,-1,0
258,259,กลิ่นหอมหวนลอยมาจากซุปจนมันน้ำลายสอ,4,1,1,1,1,1
259,260,มันยืดคอขึ้น แต่ก็ทำได้แค่จุ่มปลายลิ้นลงไปในซุปเท่านั้น,4,-1,0,0,0,0
260,261,นกกระสาโน้มตัวลงมาแล้วเลื่อนปากบางยาวของมันลงไปในไห “อร่อยจัง” มันพูด,4,1,1,1,1,1
261,262,กลืนซุปคำใหญ่ ขนาดข้ายังอดพูดเองไม่ได้เลย” นกกระสายิ้มให้,4,1,1,1,1,1
262,263,หมาจิ้งจอกมองคอขวดอย่างเศร้าใจ,4,-1,-1,-1,-1,1
263,264,“ไม่หิวหรือจ๊ะ” นกกระสาถามอย่างใสซื่อ,4,1,0,0,0,0
264,265,หมาจิ้งจอกพยายามจุ่มลิ้นลงไปในซุปอีกครั้ง แต่มันก็ไม่สามารถเข้าไปถึงซุปได้เลย เพราะนกกระสาได้กินไปบางส่วนแล้ว,4,-1,0,0,0,0
265,266,หมาจิ้งจอกเลียหยดน้ำซุปสองสามหยดที่กระเด็นออกไปด้านข้าง แต่นั่นยิ่งทำให้มันหิวมากเข้าไปอีก,4,-1,0,0,0,0
266,267,มันนั่งลงแล้วมองนกกระสาอย่างไม่เป็นสุข เมื่อเห็นนกกระสาจัดการกับน้ำซุปหยดสุดท้ายจนเกลี้ยง,4,-1,1,-1,-1,0
267,268,เสียงหัวเราะดังขึ้นจากต้นไม้แถวนั้น,4,1,1,1,1,1
268,269,“สมน้ำหน้า!” กระรอกตำหนิ “นกกระสาตัวนั้นจัดการกับเจ้าด้วยอุบายเดียวกับที่เจ้าใช้เลย!”,4,-1,-1,0,0,0
269,270,“นิทานเรื่องนี้สอนให้รู้ว่า” อย่าคิดว่าผู้อื่น จะด้อยกว่าตนเองเสมอไป,4,-1,-1,0,0,0
270,271,ทำไมผึ้งจึงมีเหล็กใน,5,0,0,0,0,1
271,272,“ออกไป!” ราชินีผึ้งตะโกนอย่างโกรธจัด เมื่อเห็นมือขนาดใหญ่และขนยาวโผล่เข้ามาในรังของพวกมัน,5,-1,-1,-1,-1,1
272,273,แต่มือนั้นเพียงแต่ปัดราชินีผึ้งที่กำลังโมโหและผึ้งงานออกไป แล้วจึงช้อนตักน้ำผึ้งสีทองอันมีค่าออกไปจนหมด,5,-1,-1,-1,-1,1
273,274,พวกผึ้งร้องหึ่งๆ คัดค้าน แต่พวกมันก็ทำอะไรไม่ได้เลย,5,-1,-1,0,0,0
274,275,นี่ก็เพราะว่าในสมัยนั้น พวกผึ้งเป็นเพียงแมลงมีขน,5,0,0,0,0,1
275,276,ที่ไม่มีอันตรายใดๆ และยังปกป้องตัวเองไม่ได้เลยด้วยซ้ำ,5,-1,0,-1,-1,0
276,277,“เราปล่อยให้เป็นแบบนี้ต่อไปไม่ได้แล้ว” ราชินีผึ้งพูดอย่างสิ้นหวัง “ทุกครั้งที่เรามีน้ำผึ้งเกือบจะเต็มรัง จะต้องมีคนมาขโมยน้ำผึ้งไปจนหมด”,5,-1,-1,-1,-1,1
277,278,ผึ้งงานพึมพำอย่างเห็นด้วย “เราจะไม่ทนอีกต่อไป”,5,-1,0,-1,-1,0
278,279,ราชินีผึ้งพูดอย่างหนักแน่น “พวกเจ้าทั้งหมดตามข้ามา พวกเราจะไปพบเทพเจ้าซีอุสผู้ยิ่งใหญ่กัน”,5,1,1,1,1,1
279,280,พวกผึ้งบินออกไปทันที นับเป็นฝูงผึ้งที่ใหญ่ที่สุด และเสียงดังที่สุดเท่าที่มีใครเคยเห็นมา,5,1,1,0,0,0
280,281,ผู้คนหยุดเงยหน้ามองอย่างประหลาดใจเมื่อพวกมันบินผ่านไป,5,-1,0,1,1,0
281,282,ฝูงผึ้งบินผ่านปุยเมฆสีขาวขึ้นไปยังท้องฟ้า ผ่านลมเหนือและข้ามสายรุ้งขึ้นไป ในที่สุดก็มาถึงวังของเทพเจ้าซีอุส,5,0,0,0,0,1
282,283,“นี่มันอะไรกัน” เทพเจ้าซีอุสถาม เมื่อพระองค์เห็นฝูงผึ้งขนาดมหึมา,5,-1,0,0,0,0
283,284,ราชินีผึ้งกระวีกระวาดขึ้นไปหาเทพเจ้าซีอุส แล้วลอยตัวอยู่ในอากาศตรงหน้าจมูกของพระองค์,5,-1,0,0,0,0
284,285,“สวัสดีตอนบ่าย เทพเจ้าซีอุส” ราชินีผึ้งพูด พร้อมถอนสายบัว “ข้ามีเรื่องสำคัญจะเรียน”,5,1,0,1,1,0
285,286,เทพเจ้าผู้ยิ่งใหญ่โค้งอย่างสุภาพให้ราชินีตัวน้อย “ถ้าเป็นอย่างนั้น” พระองค์พูด “เชิญเข้ามาอธิบายข้างในเถอะ”,5,1,1,1,1,1
286,287,“ตกลงท่าน” ราชินีผึ้งพูด แล้วก็บินผ่านประตูที่เปิดไว้เข้าไปข้างในโดยมีฝูงผึ้งทั้งหมดบินตามหลัง,5,0,0,0,0,1
287,288,“เชิญนั่ง” เทพเจ้าซีอุสพูดกับฝูงผึ้ง,5,0,0,0,0,1
288,289,บรรดาผึ้งนั่งกันจนเต็มพื้นหินอ่อนขัดมัน ดูแล้วเหมือนพรมขนสั้นๆ ผืนโต,5,0,0,0,0,1
289,290,“เชิญพระนาง” เทพเจ้าซีอุสพูดกับราชินีผึ้ง แล้วพระองค์ก็วางหมอนอิงกำมะหยี่สีแดงบนบัลลังก์ให้ราชินีผึ้งนั่ง,5,0,0,0,0,1
290,291,“ขอบพระทัย” ราชินีผึ้งตอบ พร้อมนั่งลงบนหมอนอิง ค่อยๆ พับปีกอย่างบรรจงแล้วกระแอม,5,1,1,1,1,1
291,292,“ตลอดทั้งฤดูร้อน” ราชินีผึ้งเริ่มต้น,5,0,0,0,0,1
292,293,“คนงานของข้าทำงานหนัก รวบรวมเกสรจากดอกไม้มากมายเพื่อทำให้มันเป็นน้ำผึ้ง,5,0,1,-1,-1,0
293,294,แต่คนกลับบุกเข้ามาในรังของเราทุกครั้งที่พวกเขาอยากได้น้ำผึ้งไป,5,-1,1,0,0,0
294,295,เราไม่มีทางจะป้องกันตัวเองได้เลย” ราชินีผึ้งพูดไปสั่นไปด้วยอารมณ์,5,-1,-1,-1,-1,1
295,296,“ข้าขอร้องท่านให้ช่วยเหลือพวกเรา ในฐานะผู้ปกครองกับผู้ปกครองด้วยกัน”,5,1,0,1,1,0
296,297,เทพเจ้าซีอุสชื่นชอบน้ำผึ้งเช่นเดียวกับคนอื่นๆ แต่พระองค์ก็ไม่อยากจะเห็นราชินีผึ้งไม่สบายใจ,5,1,0,1,1,0
297,298,เทพเจ้าซีอุสจึงช่วยคิดหาทางออก ในที่สุดพระองค์ก็คิดอะไรได้อย่างหนึ่ง,5,1,0,0,0,0
298,299,“ข้าว่าข้ามีวิธีหนึ่งที่จะให้เจ้าป้องกันตัวเองได้” พระองค์พูด ,5,1,1,1,1,1
299,300,“แต่คงเป็นเรื่องน่าเสียดายถ้าจะไม่มีโอกาสได้กินน้ำผึ้งอีก ถ้าข้าให้อาวุธที่ทำให้คนกลัวเจ้ามากขึ้น,5,-1,-1,-1,-1,1
300,301,เจ้าจะสัญญาได้หรือไม่ว่าเจ้าจะไม่ใช้มันอย่างพร่ำเพรื่อ แล้วนานๆ ครั้งก็ให้คนได้ชิมน้ำผึ้งบ้าง”,5,1,0,1,1,0
301,302,“ได้สิท่าน” ราชินีผึ้งตอบ และประชากรผึ้งก็พยักหน้าด้วยความเห็นชอบ,5,1,1,1,1,1
302,303,“ดีมาก” เทพเจ้าซีอุสพูด “กลับไปที่รังได้ แล้วข้าจะบอกเจ้าเมื่ออาวุธเสร็จเรียบร้อย”,5,1,1,1,1,1
303,304,เมื่อพวกผึ้งจากไป เทพเจ้าซีอุสก็ไปที่ห้องทำงานของพระองค์ แล้วเริ่มออกแบบอาวุธที่มีขนาดเล็กมาก จนพอดีกับหางผึ้ง,5,0,0,0,0,1
304,305,งานนี้เป็นงานที่ต้องอาศัยความประณีตและใช้เวลาหลายวันทีเดียว,5,1,1,1,1,1
305,306,เมื่อเทพเจ้าซีอุสทำเสร็จพระองค์ก็ส่งสารไปบอกราชินีผึ้ง,5,1,0,0,0,0
306,307,ราชีนีผึ้งกลับมาอีกครั้ง พร้อมทั้งนำประชากรผึ้งทั้งหมดมาด้วย,5,0,0,0,0,1
307,308,พระองค์นำอาวุธขนาดจิ๋วใส่ให้ผึ้งแต่ละตัวจนครบ,5,0,1,0,0,0
308,309,“อาวุธนี้” เทพเจ้าซีอุสอธิบาย “จะทำให้เกิดแผลที่เจ็บปวด เจ้าจะใช้กี่ครั้งก็ได้ตามแต่ต้องการ,5,-1,-1,-1,-1,1
309,310,แต่ข้าอยากให้เจ้าสัญญาว่า จะใช้มันต่อเมื่อถึงคราวจำเป็นจริงๆ เท่านั้น”,5,1,1,1,1,1
310,311,“พวกเราสัญญา” ผึ้งน้อยทั้งหมดประสานเสียงตอบ พวกมันสะบัดหางบินจากไปอย่างมีความสุข,5,1,1,1,1,1
311,312,ทุกตัวต่างก็ดีใจมากที่ได้อาวุธใหม่ ตลอดทั้งบ่าย,5,1,1,1,1,1
312,313,พวกผึ้งร้องเสียงหึ่งๆ ตอนพวกมันทำงาน รวบรวมน้ำหวานแล้วทำให้มันกลายเป็นน้ำผึ้งสดใหม่,5,1,1,0,0,0
313,314,เช้าวันรุ่งขึ้น เมื่อราชินีผึ้งกำลังกินอาหารเช้าอยู่ มืออ้วนๆ มือหนึ่งแหวกเข้ามาในรวงผึ้ง แล้วทำลายรังผึ้งไปช่องหนึ่งรงหน้าราชินีผึ้งพอดี,5,-1,-1,0,0,0
314,315,“ต่อยมือซะ!” ราชินีผึ้งตะโกน,5,-1,0,-1,-1,0
315,316,แล้วผึ้งงานสามตัวก็บินตรงไปที่มือนั้น ก่อนจะต่อยอย่างเอาเป็นเอาตาย,5,-1,-1,-1,-1,1
316,317,“โอ๊ย!” คนคนนั้นชักมือออกไปจากรังผึ้ง,5,-1,0,-1,-1,0
317,318,“สำเร็จแล้ว!” ราชินีผึ้งอุทาน แล้วเสียงร้องหึ่งๆ ก็ดังไปทั่วรัง,5,1,1,1,1,1
318,319,วันรุ่งขึ้น มีมืออีกมือหนึ่งเอื้อมเข้ามาในรังพยายามจะตักน้ำผึ้งไป,5,0,0,0,0,1
319,320,คราวนี้ ผึ้งสิบตัวปรี่เข้าหา หางของมันสั่นระริก,5,-1,-1,-1,-1,1
320,321,“พวกเจ้ากำลังรออะไรอยู่” ราชินีผึ้งร้อง “ต่อยมันสิ! ต่อยเลย!”,5,-1,-1,-1,-1,1
321,322,ผึ้งทั้งสิบตัวจึงบินตรงไปที่มือแล้วต่อยเต็มกำลัง เจ้าของมือร้องลั่นด้วยความเจ็บปวด,5,-1,-1,-1,-1,1
322,323,หลังจากนั้น ก็ไม่มีอะไรมาหยุดยั้งเหล่าผึ้งได้อีก,5,1,-1,0,0,0
323,324,ด้วยความลำพองในอำนาจที่ได้มา พวกมันต่อยคนที่มาขโมยน้ำผึ้ง และต่อยคนที่มาจับรังผึ้ง,5,-1,-1,-1,-1,1
324,325,หรือแม้กระทั่งคนที่มองรัง ของพวกมันก็ล้วนถูกต่อยกันถ้วนหน้า,5,-1,-1,-1,-1,1
325,326,เทพเจ้าซีอุสไม่รู้เรื่องที่เกิดขึ้น จนวันหนึ่งพระองค์ให้คนรับใช้ไปเก็บน้ำผึ้งมาทาขนมปัง,5,0,0,0,0,1
326,327,พอพระองค์พูดถึงน้ำผึ้งคนรับใช้ก็หน้าซีด แต่เขาก็ไม่กล้าจะขัดคำสั่ง,5,-1,-1,-1,-1,1
327,328,“ได้ขอรับ” เขากลืนน้ำลาย แล้วรีบไปที่รังผึ้ง,5,-1,0,0,0,0
328,329,ครึ่งชั่วโมงต่อมา คนรับใช้พรวดพราดกลับมาที่วัง สภาพของเขาดูแย่มาก มีแผลบวมแดงทั่วแขนขา รวมทั้งใบหน้าด้วย,5,-1,-1,-1,-1,1
329,330,เขาทรุดตัวลงคุกเข่าต่อหน้าเทพเจ้าซีอุส แล้วระเบิดเสียงร้องไห้ออกมา,5,-1,-1,-1,-1,1
330,331,“เจ้าไปโดนอะไรมา” เทพเจ้าซีอุสอุทาน,5,-1,-1,0,0,0
331,332,“หม่อมฉันพยายามจะหาน้ำผึ้งไว้ทาขนมปังให้พระองค์” คนรับใช้คร่ำครวญ,5,-1,-1,-1,-1,1
332,333,“หม่อมฉันทำอย่างนั้นจริงๆ แต่ยังไม่ทันได้ไปถึงรัง ก็ถูกพวกผึ้งรุมต่อยจนเป็นอย่างนี้”,5,-1,-1,-1,-1,1
333,334,“อะไรนะ” เทพเจ้าซีอุสตะโกนก้อง “ข้าให้อาวุธเหล่านั้นเพื่อให้พวกมันเอาไว้ป้องกันตัว ไม่ใช่เอาเที่ยวไล่ต่อยผู้คนไร้เหตุผลอย่างนี้!”,5,-1,-1,-1,-1,1
334,335,เทพเจ้าซีอุสพุ่งตรงไปที่รังของราชินีผึ้ง,5,0,0,0,0,1
335,336,พอพระองค์เข้าไปใกล้ ผึ้งทั้งหมดก็บินเป็นฝูงออกมาต้อนรับ,5,1,1,1,1,1
336,337,แต่เมื่อพวกผึ้งเห็นท่าทางเกรี้ยวกราดของพระองค์แล้ว ก็รีบบินกลับเข้าไปในรังอย่างตื่นกลัว,5,-1,-1,-1,-1,1
337,338,“กลับมาเดี๋ยวนี้!” เทพเจ้าซีอุสตะโกน,5,-1,-1,-1,-1,1
338,339,เหล่าผึ้งแอบมองอย่างกลัวๆ,5,-1,-1,-1,-1,1
339,340,ราชินีผึ้งออกมาข้างนอก ดูอายมากทีเดียว,5,-1,0,-1,-1,0
340,341,“พวกเจ้าน่าจะรู้จักละอายกันบ้างนะ” เทพเจ้าซีอุสพูดอย่างโกรธจัด,5,-1,-1,-1,-1,1
341,342,“เรื่องที่ไม่มีน้ำใจแบ่งน้ำผึ้งให้กับใคร แต่เที่ยวเผื่อแผ่การต่อยให้คนอื่นไปทั่ว,5,-1,-1,-1,-1,1
342,343,ตั้งแต่นี้ต่อไป พวกเจ้าแต่ละตัวจะต่อยได้แค่ครั้งเดียว ครั้งเดียวเท่านั้น,5,0,0,0,0,1
343,344,เมื่อเจ้าต่อยไปแล้ว เจ้าไม่เพียงแต่จะเสียความสามารถในการต่อยเท่านั้น แต่เจ้าจะเสียชีวิตอีกด้วย”,5,-1,-1,-1,-1,1
344,345,ผึ้งทุกตัวจำคำของเทพเจ้าซีอุสได้ขึ้นใจ,5,0,0,0,0,1
345,346,และจากวันนั้นจนถึงวันนี้ พวกผึ้งก็ยอมแบ่งน้ำผึ้งให้คนอื่นเพิ่มมากขึ้น,5,1,1,0,0,0
346,347,และพวกมันยังคอยระวังเวลาจะต่อยใครสักคน,5,1,-1,-1,-1,0
347,348,“นิทานเรื่องนี้สอนให้รู้ว่า” ให้ทุกข์แก่ท่าน ทุกข์นั้นถึงตัว,5,-1,-1,-1,-1,1
348,349,เต่าบินได้,6,0,1,0,0,0
349,350,“หลังกินอาหารกลางวัน ข้าอาจจะไปบินเล่นสักหน่อยนะ” เต่าตัวหนึ่งพูดกับเต่าอีกตัว,6,0,0,1,1,0
350,351,“บินหรือ” เต่าอีกตัวไอแค้กๆ สำลักใบไม้ “นี่เจ้าพูดเรื่องอะไรอยู่น่ะ เต่าบินได้ที่ไหนกัน!”,6,-1,0,0,0,0
351,352,“แล้วเจ้าเคยรู้จักใครที่ได้ลองบินดูรึยังล่ะ” เต่าถาม,6,0,0,0,0,1
352,353,“ก็ไม่...” เพื่อนตอบ,6,-1,0,0,0,0
353,354,“ถ้าอย่างนั้น” เต่าพูด “เจ้าจะรู้ได้อย่างไรว่าเราบินไม่ได้ เราอาจจะบินเก่งก็ได้นะ”,6,0,0,1,1,0
354,355,เพื่อนของมันกะพริบตาช้าๆ “นี่ไม่ใช่ความคิดที่ดีนักหรอก” มันพูด,6,-1,-1,-1,-1,1
355,356,แต่เต่าไม่ฟัง มันมองท้องฟ้าอย่างฝันๆ นึกภาพตัวเองบินร่อนเหมือนนกนางแอ่น,6,0,0,1,1,0
356,357,“บินขึ้นไปบนยอดไม้” มันพึมพำ “บินเป็นวงกลม อา ใช่แล้ว ข้าแน่ใจว่าคงเป็นความรู้สึกที่ไม่มีอะไรเหมือนได้เลย”,6,0,0,0,0,1
357,358,เต่าเคี้ยวใบของดอกแดนดิไลออนที่เหลืออย่างครุ่นคิด ก่อนจะค่อยๆลุกขึ้นยืน,6,0,0,0,0,1
358,359,“ข้ารอต่อไปไม่ได้แล้ว” มันพูด “ข้าจะต้องลงมือทำเดี๋ยวนี้”,6,0,0,0,0,1
359,360,แล้วเต่าก็มุ่งหน้าไปยังทุ่งโล่ง โดยมีเพื่อนๆของมันเดินตามหลัง,6,0,0,0,0,1
360,361,เต่าเริ่มต้นด้วยการยืดแข้งขาย่นๆของมันออกทีละข้าง,6,0,0,0,0,1
361,362,“ข้าจะวิ่งเหยาะๆ ไปทิศนั้น” มันพูด ชี้ไปตามทางผ่านหญ้าต้นยาว “จากนั้นเมื่อข้าวิ่งด้วยความเร็วประมาณห้าสิบไมล์ต่อชั่วโมง ข้าก็จะออกบิน”,6,0,0,0,0,1
362,363,“งั้นหรือ” เพื่อนของมันพูดอย่างกังขา,6,0,0,0,0,1
363,364,เต่าถอนหายใจลึกๆ แล้วออกวิ่งตามทางไปอย่างช้าๆ,6,0,0,0,0,1
364,365,พอมันเริ่มจะคุ้นกับการวิ่ง หนูนาก็วิ่งข้ามถนนตัดหน้า,6,0,0,0,0,1
365,366,“ระวัง!” เต่าหอบแฮกๆ “เจ้ากำลังอยู่บนทางวิ่งนะ”,6,-1,-1,0,0,0
366,367,หนูหยุดวิ่งแล้วหันกลับมามองมันอย่างประหลาดใจ “ทางวิ่งอะไรหรือ”,6,-1,0,1,1,0
367,368,“ข้ากำลังจะบินน่ะ” เต่าอธิบาย,6,0,0,0,0,1
368,369,“แต่เต่าบินไม่ได้นี่” หนูนาหัวเราะคิกคัก,6,0,0,1,1,0
369,370,“คอยดูละกัน” เต่าพูด และพยายามส่งตัวเองให้ลอยขึ้นไปบนฟ้า,6,0,0,0,0,1
370,371,มันยกเท้าหน้าขึ้นเหนือพื้น ดันด้วยขาหลัง...แล้วจมูกของมันก็ร่อนลงบนไม้หนามหย่อมหนึ่ง,6,0,0,0,0,1
371,372,“นั่นเป็นการบินที่สั้นจัง” หนูนาหัวเราะคิกคัก,6,1,0,1,1,0
372,373,“เห็นไหมล่ะ” เพื่อนของเต่าร้อง “เต่าน่ะบินไม่ได้ เราไม่ได้ถูกสร้างขึ้นมาให้บิน เลิกคิด แล้วกลับบ้านกันดีกว่า”,6,0,0,0,0,1
373,374,“ข้าต้องสูงอีกหน่อย” เต่าค้าน และพยายามปลดตัวเองออกจากพุ่มหนาม “ท่าทางเต่าจะออกบินไม่ค่อยเก่งเท่าไร แต่พออยู่บนท้องฟ้าได้แล้ว ก็ไม่มีอะไรจะหยุดยั้งมันได้”,6,0,0,0,0,1
374,375,“ข้าก็ไม่ค่อยแน่ใจนักหรอก” หนูพูด พร้อมกับส่ายหัว “เต่าไม่มีปีกสักหน่อย เจ้าต้องมีปีกถึงจะบินได้ เหมือนนกไง”,6,0,0,0,0,1
375,376,“จริงด้วยสิ!” เต่าอุทาน “ทำไมข้าถึงคิดไม่ออกนะ ข้าจะไปขอความช่วยเหลือจากนกสักหน่อย”,6,0,0,1,1,0
376,377,เพื่อนของมันคราง “ทำไมเจ้าถึงไม่ฟังพวกเราบ้างนะ” มันพูด “บอกว่าเต่าบินไม่ได้”,6,0,-1,-1,-1,0
377,378,แต่เต่าก็ไม่ใส่ใจ มันวุ่นวายกับการเงยหน้ามองหานกบนท้องฟ้า,6,-1,0,-1,-1,0
378,379,ผ่านไปไม่กี่นาที เต่าก็มองเห็นนกอินทรี มันกำลังโผบินขึ้นสู่ท้องฟ้า,6,1,0,0,0,0
379,380,“สวัสดีคนข้างบน!” เต่าตะโกน เสียงดังที่สุดเท่าที่มันจะทำได้,6,0,0,-1,-1,0
380,381,นกอินทรีผู้มีหูดีพอๆกับสายตา ก็บินลงมาอย่างสง่างาม มันร่อนลงตรงหน้าพวกเต่าแล้วพับปีกเข้า,6,1,1,1,1,1
381,382,“มีอะไรให้ข้าช่วยหรือ” นกอินทรีถามเต่า,6,0,0,0,0,1
382,383,ลืมคำพูดทุกอย่างเสียสนิท,6,0,0,-1,-1,0
383,384,มันไม่เคยเห็นนกอินทรีใกล้ขนาดนี้มาก่อน,6,0,0,0,0,1
384,385,มันอ้าปากค้าง จ้องมองนกสีทองแสนสวย จนเพื่อนของมันต้องกระทุ้ง,6,1,0,1,1,0
385,386,“อา – ใช่สิ” เต่าตะกุกตะกัก “เอ่อ – ข้าอยากจะให้เจ้าช่วยเรื่องบินสักหน่อย,6,0,0,0,0,1
386,387,คือว่า ถ้าเจ้าจะกรุณาละก็ ถ้าข้าขึ้นไปอยู่บนฟ้าได้ก็ไม่มีปัญหาอะไรแล้วละ,6,0,0,0,0,1
387,388,แต่ว่าข้ามีปัญหานิดหน่อยตอนขึ้นน่ะ”,6,0,0,-1,-1,0
388,389,นกอินทรีเอียงศีรษะไปข้างหนึ่งแล้วจ้องเต่าด้วยตาสีอำพันของมัน,6,0,0,0,0,1
389,390,“ข้าคิดว่าเต่าบินไม่ได้นะ” นกอินทรีพูด,6,0,0,0,0,1
390,391,“เต่าไม่บินกันเองต่างหากล่ะ” เต่าอธิบาย “แต่นั่นเป็นเพราะเราลอยตัวขึ้นไปจากพื้นไม่ได้”,6,0,0,0,0,1
391,392,“บางทีอาจจะมีสาเหตุที่ทำให้ลอยตัวขึ้นไปจากพื้นไม่ได้ก็ได้นะ” นกอินทรีพูด,6,0,0,0,0,1
392,393,“โอ แต่ว่าเจ้าจะไม่ช่วยข้าเลยหรือ” เต่าขอร้อง ,6,-1,0,0,0,0
393,394,“เจ้าแค่พาข้าขึ้นข้างบน พอถึงระดับความสูงที่เหมาะสม เจ้าก็ปล่อยข้าได้ จากนั้นข้าก็จะจัดการเอง”,6,0,0,0,0,1
394,395,นกอินทรีมองเต่าด้วยสายตาแหลมคม “ดีมาก ข้าจะช่วยเจ้า”,6,0,1,1,1,0
395,396,“ข้าว่าความคิดนี้ไม่ใช่ความคิดที่ดีจริงๆ นะ” เพื่อนของเต่าบ่นพึมพำ,6,-1,1,-1,-1,0
396,397,นกอินทรีกระพือปีกขนาดมหึมาของมันลอยตัวขึ้นเหนือพื้นดินเล็กน้อย แล้วใช้กรงเล็บจับกระดองเต่าไว้,6,0,0,0,0,1
397,398,“พร้อมนะ” นกอินทรีถาม,6,0,0,0,0,1
398,399,“พร้อม!” เต่าตอบอย่างกระตือรือร้น,6,0,1,1,1,0
399,400,“สบายดีหรือเปล่า” นกอินทรีร้องถาม,6,0,0,1,1,0
400,401,“ส – บายดี” เต่าตอบ เสียงสั่นเล็กน้อย,6,-1,0,0,0,0
401,402,นกอินทรีบินสูงขึ้นเรื่อยๆ,6,0,0,0,0,1
402,403,กระทั่งเต่าเห็นเพื่อนของมันเป็นแค่จุดเล็กๆในทุ่งหญ้าข้างใต้,6,0,0,0,0,1
403,404,นกอินทรีจะปล่อยกรงเล็บเร็วๆนี้แล้ว และเต่าก็จะบินเหมือนนก,6,0,0,0,0,1
