,id_sentence,text,id_tale,Y_1,Y_2,Y_3,target,consensus,processed
451,452,แต่ต้นมะกอกรู้สึกประหลาดใจอย่างยิ่งที่พบว่า ต้นอ้อยังอยู่ที่เดิม ยิ่งไปกว่านั้น ต้นอ้อก็ไม่เหน็ดเหนื่อยแต่อย่างใด เพราะมันโอนอ่อนตามแรงลม,7,1,0,1,1,0,"['แต่ต้น', 'มะกอก', 'รู้สึก', 'ประหลาดใจ', 'อย่างยิ่ง', 'ที่', 'พบ', 'ว่า', 'ต้น', 'อ้อ', 'ยังอยู่', 'ที่', 'เดิม', 'ยิ่งไปกว่านั้น', 'ต้น', 'อ้อ', 'ก็', 'ไม่', 'เหน็ดเหนื่อย', 'แต่อย่างใด', 'เพราะ', 'มัน', 'โอนอ่อน', 'ตาม', 'แรงลม']"
452,453,มันยืนอยู่ที่ฝั่งตรงข้าม ยังคงเต้นระบำอย่างร่าเริง,7,1,1,1,1,1,"['มัน', 'ยืน', 'อยู่', 'ที่', 'ฝั่ง', 'ตรงข้าม', 'ยังคง', 'เต้นระบำ', 'อย่าง', 'ร่าเริง']"
453,454,“นิทานเรื่องนี้สอนให้รู้ว่า” ผู้ที่รู้จักการผ่อนปรน ย่อมจะปลอดภัย,7,1,1,1,1,1,"['นิทาน', 'เรื่อง', 'นี้', 'สอน', 'ให้', 'รู้', 'ว่า', 'ผู้', 'ที่', 'รู้จัก', 'การผ่อนปรน', 'ย่อม', 'จะ', 'ปลอดภัย']"
454,455,คนตัดไม้ผู้ซื่อสัตย์,8,0,1,1,1,0,"['คน', 'ตัดไม้', 'ผู้', 'ซื่อสัตย์']"
455,456,ระหว่างที่คนตัดไม้กำลังตั้งอกตั้งใจตัดต้นไม้ใหญ่ต้นหนึ่งอยู่,8,0,0,1,1,0,"['ระหว่าง', 'ที่', 'คน', 'ตัดไม้', 'กำลัง', 'ตั้งอกตั้งใจ', 'ตัด', 'ต้นไม้', 'ใหญ่', 'ต้น', 'หนึ่ง', 'อยู่']"
456,457,ขวานของเขาก็หลุดจากมือ หล่นตูมลงไปในแม่น้ำใกล้ๆ ก่อนจะถูกพัดไปตามกระแสน้ำที่ไหลแรง,8,-1,0,0,0,0,"['ขวาน', 'ของ', 'เขา', 'ก็', 'หลุด', 'จาก', 'มือ', 'หล่น', 'ตูม', 'ลง', 'ไป', 'ใน', 'แม่น้ำ', 'ใกล้', 'ก่อน', 'จะ', 'ถูก', 'พัด', 'ไป', 'ตาม', 'กระแสน้ำ', 'ที่', 'ไหล', 'แรง']"
457,458,“โอ ไม่นะ!” คนตัดไม้ร้อง,8,-1,-1,0,0,0,"['โอ', 'ไม่', 'นะ', '!”', 'คน', 'ตัดไม้', 'ร้อง']"
458,459,เขาคุกเข่าลงแล้วยื่นมือลงไปในน้ำ แต่กระแสน้ำที่ไหลแรงเกือบจะพัดเขาให้หล่นลงไปด้วย,8,-1,-1,0,0,0,"['เขา', 'คุกเข่า', 'ลง', 'แล้ว', 'ยื่นมือ', 'ลง', 'ไป', 'ใน', 'น้ำ', 'แต่', 'กระแสน้ำ', 'ที่', 'ไหล', 'แรง', 'เกือบจะ', 'พัด', 'เขา', 'ให้', 'หล่น', 'ลง', 'ไป', 'ด้วย']"
459,460,ขวานของเขาลอยห่างไปไกล,8,0,0,0,0,1,"['ขวาน', 'ของ', 'เขา', 'ลอย', 'ห่าง', 'ไป', 'ไกล']"
460,461,“ข้ามีขวานอยู่แค่ด้ามเดียว” เขาคร่ำครวญ “ทีนี้ข้าจะใช้อะไรตัดไม้ล่ะ ถ้าข้าตัดไม้ไม่ได้ ข้าก็หาเงินไม่ได้ แล้วข้าจะเลี้ยงดูครอบครัวได้อย่างไรกัน”,8,-1,-1,-1,-1,1,"['ข้า', 'มี', 'ขวาน', 'อยู่', 'แค่', 'ด้าม', 'เดียว', 'เขา', 'คร่ำครวญ', 'ทีนี้', 'ข้า', 'จะ', 'ใช้', 'อะไร', 'ตัดไม้', 'ล่ะ', 'ถ้า', 'ข้า', 'ตัดไม้', 'ไม่', 'ได้', 'ข้า', 'ก็', 'หาเงิน', 'ไม่', 'ได้', 'แล้ว', 'ข้า', 'จะ', 'เลี้ยงดู', 'ครอบครัว', 'ได้', 'อย่างไร', 'กัน']"
461,462,เขารู้สึกสิ้นหวังจนทรุดตัวลงนั่งเอามือปิดหน้าแล้วร้องไห้ออกมา,8,-1,-1,-1,-1,1,"['เขา', 'รู้สึก', 'สิ้นหวัง', 'จน', 'ทรุดตัว', 'ลงนั่ง', 'เอา', 'มือ', 'ปิดหน้า', 'แล้ว', 'ร้องไห้', 'ออกมา']"
462,463,เวลาผ่านไปไม่นาน คนตัดไม้ได้ยินเสียงที่อ่อนโยนพูดขึ้นว่า “ขอโทษนะ”,8,1,1,1,1,1,"['เวลา', 'ผ่าน', 'ไป', 'ไม่', 'นาน', 'คน', 'ตัดไม้', 'ได้ยิน', 'เสียง', 'ที่', 'อ่อนโยน', 'พูด', 'ขึ้น', 'ว่า', 'ขอโทษ', 'นะ']"
463,464,เขาเงยหน้าขึ้นก็เห็น เทพเจ้าเฮอร์มีสยืนอยู่ตรงหน้า,8,0,0,0,0,1,"['เขา', 'เงยหน้า', 'ขึ้น', 'ก็', 'เห็น', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ยืน', 'อยู่', 'ตรงหน้า']"
464,465,คนตัดไม้ผู้น่าสงสารไม่เคยเห็นเทพเจ้ามาก่อน,8,0,-1,-1,-1,0,"['คน', 'ตัดไม้', 'ผู้', 'น่าสงสาร', 'ไม่', 'เคย', 'เห็น', 'เทพเจ้า', 'มา', 'ก่อน']"
465,466,เขาจ้องเทพเจ้าเฮอร์มีสด้วยความประหลาดใจยิ่งนัก,8,-1,0,1,1,0,"['เขา', 'จ้อง', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ด้วย', 'ความประหลาดใจ', 'ยิ่งนัก']"
466,467,“เจ้าร้องไห้ทำไมหรือ” เทพเจ้าเฮอร์มีสถามด้วยความเมตตา,8,1,0,1,1,0,"['เจ้า', 'ร้องไห้', 'ทำไม', 'หรือ', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ถาม', 'ด้วย', 'ความเมตตา']"
467,468,“ข้าทำขวานหล่นลงไปในแม่น้ำโดยไม่ได้ตั้งใจ” คนตัดไม้เล่าให้ฟังอย่างเศร้าๆ,8,-1,-1,-1,-1,1,"['ข้า', 'ทำ', 'ขวาน', 'หล่น', 'ลง', 'ไป', 'ใน', 'แม่น้ำ', 'โดย', 'ไม่', 'ได้', 'ตั้งใจ', 'คน', 'ตัดไม้', 'เล่า', 'ให้', 'ฟัง', 'อย่าง', 'เศร้า']"
468,469,“ไม่มีขวาน ข้าก็ตัดต้นไม้ไม่ได้ แล้วถ้าข้าตัดต้นไม้ไม่ได้ ข้าก็หาเงินมาซื้ออาหารไม่ได้ แล้วลูกของข้าก็จะอดตาย”,8,-1,-1,-1,-1,1,"['ไม่', 'มี', 'ขวาน', 'ข้า', 'ก็', 'ตัด', 'ต้นไม้', 'ไม่', 'ได้', 'แล้ว', 'ถ้า', 'ข้า', 'ตัด', 'ต้นไม้', 'ไม่', 'ได้', 'ข้า', 'ก็', 'หาเงิน', 'มา', 'ซื้อ', 'อาหาร', 'ไม่', 'ได้', 'แล้ว', 'ลูก', 'ของ', 'ข้า', 'ก็', 'จะ', 'อดตาย']"
469,470,“บางทีข้าอาจจะช่วยเจ้าได้” เทพเจ้าเฮอร์มีสพูด แล้วพระองค์ก็ดำลงไปในแม่น้ำ,8,1,0,0,0,0,"['บางที', 'ข้า', 'อาจจะ', 'ช่วย', 'เจ้า', 'ได้', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'พูด', 'แล้ว', 'พระองค์', 'ก็', 'ดำ', 'ลง', 'ไป', 'ใน', 'แม่น้ำ']"
470,471,ชั่วครู่ต่อมา พระองค์ก็โผล่ขึ้นมาห่างจากจุดเดิมเพียงเล็กน้อย ในมือมีขวานทองคำขนาดใหญ่งดงามด้ามหนึ่ง,8,1,1,1,1,1,"['ชั่วครู่', 'ต่อมา', 'พระองค์', 'ก็', 'โผล่', 'ขึ้น', 'มา', 'ห่าง', 'จาก', 'จุด', 'เดิม', 'เพียง', 'เล็กน้อย', 'ใน', 'มือ', 'มี', 'ขวาน', 'ทองคำ', 'ขนาดใหญ่', 'งดงาม', 'ด้าม', 'หนึ่ง']"
471,472,“ด้ามนี้ใช่ของเจ้าหรือไม่” เทพเจ้าเฮอร์มีสร้องถาม,8,0,0,0,0,1,"['ด้าม', 'นี้', 'ใช่', 'ของ', 'เจ้า', 'หรือไม่', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ร้องถาม']"
472,473,“ไม่ใช่ขอรับ” คนตัดต้นไม้ตอบ “ขวานของข้าไม่ได้สวยขนาดนี้เลย”,8,1,0,1,1,0,"['ไม่', 'ใช่', 'ขอรับ', 'คน', 'ตัด', 'ต้นไม้', 'ตอบ', 'ขวาน', 'ของ', 'ข้า', 'ไม่', 'ได้', 'สวย', 'ขนาด', 'นี้', 'เลย']"
473,474,เทพเจ้าเฮอร์มีสหายไปใต้น้ำอีกครั้ง ก่อนจะนำขวานเงินที่แกะสลักอย่างงดงามขึ้นมาอีกด้านหนึ่ง,8,1,1,1,1,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'สหาย', 'ไป', 'ใต้', 'น้ำ', 'อีกครั้ง', 'ก่อน', 'จะ', 'นำ', 'ขวาน', 'เงิน', 'ที่', 'แกะสลัก', 'อย่าง', 'งดงาม', 'ขึ้น', 'มา', 'อีก', 'ด้าน', 'หนึ่ง']"
474,475,“แล้วด้ามนี้ล่ะ” พระองค์ถาม,8,0,0,0,0,1,"['แล้ว', 'ด้าม', 'นี้', 'ล่ะ', 'พระองค์', 'ถาม']"
475,476,คนตัดไม้สั่นศีรษะ “ด้ามนั้นก็ไม่ใช่ของข้าอีกเช่นกัน” เขาพูด “ขวานของข้าทำมาจากเหล็กกับไม้แค่นั้นเอง”,8,0,0,0,0,1,"['คน', 'ตัดไม้', 'สั่น', 'ศีรษะ', 'ด้าม', 'นั้น', 'ก็', 'ไม่', 'ใช่', 'ของ', 'ข้า', 'อีก', 'เช่นกัน', 'เขา', 'พูด', 'ขวาน', 'ของ', 'ข้า', 'ทำ', 'มาจาก', 'เหล็ก', 'กับ', 'ไม้', 'แค่นั้น', 'เอง']"
476,477,เทพเจ้าเฮอร์มีสหายไปอีกครั้ง คราวนี้พระองค์กลับขึ้นมาพร้อมกับขวานของคนตัดไม้ในมือ,8,0,0,0,0,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'สหาย', 'ไป', 'อีกครั้ง', 'คราวนี้', 'พระองค์', 'กลับ', 'ขึ้น', 'มา', 'พร้อมกับ', 'ขวาน', 'ของ', 'คน', 'ตัดไม้', 'ใน', 'มือ']"
477,478,“ด้ามนี้แหละขอรับ!” คนตัดไม้ร้องพร้อมกับกระโดดด้วยความดีใจ,8,1,1,1,1,1,"['ด้าม', 'นี้แหละ', 'ขอรับ', '!”', 'คน', 'ตัดไม้', 'ร้อง', 'พร้อมกับ', 'กระโด', 'xxrep', '้วย', 'ความดีใจ']"
478,479,เทพเจ้าเฮอร์มีสปีนขึ้นมาจากแม่น้ำแล้วยื่นขวานคืนให้คนตัดไม้,8,0,0,0,0,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'ปีน', 'ขึ้น', 'มาจาก', 'แม่น้ำ', 'แล้ว', 'ยื่น', 'ขวาน', 'คืนให้', 'คน', 'ตัดไม้']"
479,480,“ขอบคุณขอรับ” คนตัดไม้ยิ้มแป้น “มันอาจไม่ได้ทำจากทองหรือเงิน แต่สำหรับข้าแล้วมันมีค่ามากกว่าทรัพย์ใดๆ ในโลกเสียอีก”,8,1,1,1,1,1,"['ขอบคุณ', 'ขอรับ', 'คน', 'ตัดไม้', 'ยิ้มแป้น', 'มัน', 'อาจ', 'ไม่', 'ได้', 'ทำ', 'จาก', 'ทอง', 'หรือ', 'เงิน', 'แต่', 'สำหรับ', 'ข้า', 'แล้ว', 'มัน', 'มีค่า', 'มากกว่า', 'ทรัพย์', 'ใดๆ', 'ใน', 'โลก', 'เสีย', 'อีก']"
480,481,เทพเจ้าเฮอร์มีสยิ้ม “เพื่อเป็นรางวัลตอบแทนความซื่อสัตย์ของเจ้า”,8,1,1,1,1,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'ยิ้ม', 'เพื่อ', 'เป็น', 'รางวัล', 'ตอบแทน', 'ความซื่อสัตย์', 'ของ', 'เจ้า']"
481,482,พระองค์พูด “นอกจากขวานด้ามนี้แล้ว ข้าจะยกขวานทองและขวานเงินให้เจ้าด้วย”,8,1,1,0,0,0,"['พระองค์', 'พูด', 'นอกจาก', 'ขวาน', 'ด้าม', 'นี้', 'แล้ว', 'ข้า', 'จะ', 'ยก', 'ขวาน', 'ทอง', 'และ', 'ขวาน', 'เงิน', 'ให้', 'เจ้า', 'ด้วย']"
482,483,คนตัดไม้แทบไม่เชื่อในความโชคดีของตนเอง “ขอบคุณเป็นล้านๆ ครั้งเลยขอรับ”,8,1,1,1,1,1,"['คน', 'ตัดไม้', 'แทบ', 'ไม่', 'เชื่อ', 'ใน', 'ความโชคดี', 'ของ', 'ตนเอง', 'ขอบคุณ', 'เป็น', 'ล้าน', 'ครั้ง', 'เลย', 'ขอรับ']"
483,484,เขาร้อง แล้ววิ่งกลับไปเล่าสิ่งที่เกิดขึ้นให้ครอบครัวฟัง,8,1,0,0,0,0,"['เขา', 'ร้อง', 'แล้ว', 'วิ่ง', 'กลับ', 'ไป', 'เล่า', 'สิ่ง', 'ที่', 'เกิดขึ้น', 'ให้', 'ครอบครัว', 'ฟัง']"
484,485,ระหว่างทางกลับบ้าน เขาชนกับคนตัดไม้อีกคนหนึ่ง เพราะความตื่นเต้น,8,1,1,1,1,1,"['ระหว่างทาง', 'กลับบ้าน', 'เขา', 'ชน', 'กับ', 'คน', 'ตัดไม้', 'อีก', 'คน', 'หนึ่ง', 'เพราะ', 'ความตื่นเต้น']"
485,486,คนตัดไม้เล่าเรื่องความโชคดีของเขาให้ชายผู้นั้นฟังจนหมด หลังจากพวกเขาแยกย้ายกัน,8,1,1,1,1,1,"['คน', 'ตัดไม้', 'เล่าเรื่อง', 'ความโชคดี', 'ของ', 'เขา', 'ให้', 'ชาย', 'ผู้', 'นั้น', 'ฟัง', 'จน', 'หมด', 'หลังจาก', 'พวกเขา', 'แยกย้าย', 'กัน']"
486,487,คนตัดไม้อีกคนก็คิดในใจว่า “บางทีข้าอาจจะได้ขวานทองคำและขวานเงินโดยไม่ต้องลงแรงอะไรเลยก็ได้”,8,1,1,0,0,0,"['คน', 'ตัดไม้', 'อีก', 'คน', 'ก็', 'คิดในใจ', 'ว่า', 'บางที', 'ข้า', 'อาจจะ', 'ได้', 'ขวาน', 'ทองคำ', 'และ', 'ขวาน', 'เงิน', 'โดย', 'ไม่ต้อง', 'ลงแรง', 'อะไร', 'เลย', 'ก็ได้']"
487,488,เขาเดินไปที่ริมฝั่งแม่น้ำเพื่อจะลองเสี่ยงโชค,8,0,0,1,1,0,"['เขา', 'เดิน', 'ไป', 'ที่', 'ริม', 'ฝั่งแม่น้ำ', 'เพื่อ', 'จะ', 'ลอง', 'เสี่ยงโชค']"
488,489,ไม่มีเงาของเทพเจ้าเฮอร์มีสหรือใครอื่น,8,0,-1,0,0,0,"['ไม่', 'มี', 'เงา', 'ของ', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'สห', 'รือ', 'ใคร', 'อื่น']"
489,490,เขาจึงตัดสินใจโยนขวานลงไปในแม่น้ำ แล้วรอเทพเจ้าปรากฏตัวขึ้น,8,0,0,0,0,1,"['เขา', 'จึง', 'ตัดสินใจ', 'โยน', 'ขวาน', 'ลง', 'ไป', 'ใน', 'แม่น้ำ', 'แล้ว', 'รอ', 'เทพเจ้า', 'ปรากฏตัว', 'ขึ้น']"
490,491,ไม่มีใครมาเลย,8,0,0,0,0,1,"['ไม่', 'มี', 'ใคร', 'มา', 'เลย']"
491,492,“บางทีเทพเจ้าอาจจะมา ถ้าข้าร้องไห้” คนตัดไม้คิด,8,-1,0,-1,-1,0,"['บางที', 'เทพเจ้า', 'อาจจะ', 'มา', 'ถ้า', 'ข้า', 'ร้องไห้', 'คน', 'ตัดไม้', 'คิด']"
492,493,เขาก็เลยร้องไห้เสียงดังที่สุดเท่าที่จะทำได้,8,-1,-1,-1,-1,1,"['เขา', 'ก็', 'เลย', 'ร้องไห้', 'เสียงดัง', 'ที่สุด', 'เท่า', 'ที่จะ', 'ทำได้']"
493,494,เทพเจ้าเฮอร์มีสปรากฏตัวขึ้นตรงหน้าเขา ทำให้เขาดีใจเป็นที่สุด,8,1,1,1,1,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'ปรากฏตัว', 'ขึ้น', 'ตรงหน้า', 'เขา', 'ทำให้', 'เขา', 'ดีใจ', 'เป็น', 'ที่สุด']"
494,495,คนตัดไม้แอบดูเทพเจ้าจากช่องว่างระหว่างนิ้วมือ,8,0,0,0,0,1,"['คน', 'ตัดไม้', 'แอบดู', 'เทพเจ้า', 'จาก', 'ช่องว่าง', 'ระหว่าง', 'นิ้วมือ']"
495,496,“เกิดอะไรขึ้นหรือ” เทพเจ้าเฮอร์มีสถามด้วยความเมตตา,8,1,0,1,1,0,"['เกิด', 'อะไร', 'ขึ้น', 'หรือ', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ถาม', 'ด้วย', 'ความเมตตา']"
496,497,“ข้าทำขวานหล่นลงไปในแม่น้ำ” คนตัดไม้ร้องไห้เหมือนเด็กๆ “ท่านช่วยข้างมขวานขึ้นมาได้ไหม”,8,-1,-1,-1,-1,1,"['ข้า', 'ทำ', 'ขวาน', 'หล่น', 'ลง', 'ไป', 'ใน', 'แม่น้ำ', 'คน', 'ตัดไม้', 'ร้องไห้', 'เหมือน', 'เด็ก', 'ท่าน', 'ช่วย', 'ข้า', 'งม', 'ขวาน', 'ขึ้น', 'มา', 'ได้', 'ไหม']"
497,498,“ได้สิ” เทพเจ้าเฮอร์มีสตอบ แล้วพระองค์ก็ดำลงไปในน้ำ,8,0,0,0,0,1,"['ได้', 'สิ', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'สต', 'อบ', 'แล้ว', 'พระองค์', 'ก็', 'ดำ', 'ลง', 'ไป', 'ใน', 'น้ำ']"
498,499,คนตัดไม้ถูมืออย่างตื่นเต้นดีใจ “รวยแล้วเรา!” เขาพึมพำ,8,1,1,1,1,1,"['คน', 'ตัดไม้', 'ถู', 'มือ', 'อย่าง', 'ตื่นเต้น', 'ดีใจ', 'รวย', 'แล้ว', 'เรา', '!”', 'เขา', 'พึมพำ']"
499,500,ครู่ต่อมา เทพเจ้าเฮอร์มีสโผล่ขึ้นมาห่างจากจุดเดิมไปเล็กน้อย ถือขวานทองคำด้ามงามขึ้นมา,8,1,1,0,0,0,"['ครู่', 'ต่อมา', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'โผล่', 'ขึ้น', 'มา', 'ห่าง', 'จาก', 'จุด', 'เดิม', 'ไป', 'เล็กน้อย', 'ถือ', 'ขวาน', 'ทองคำ', 'ด้าม', 'งาม', 'ขึ้น', 'มา']"
500,501,“ด้ามนี้ใช่หรือไม่” พระองค์ร้องถาม,8,0,0,0,0,1,"['ด้าม', 'นี้', 'ใช่', 'หรือไม่', 'พระองค์', 'ร้องถาม']"
501,502,“ใช่แล้วขอรับ” คนตัดไม้ร้อง “ด้ามนั้นแหละของข้า”,8,0,0,1,1,0,"['ใช่', 'แล้ว', 'ขอรับ', 'คน', 'ตัดไม้', 'ร้อง', 'ด้าม', 'นั้นแหละ', 'ของ', 'ข้า']"
502,503,เทพเจ้าเฮอร์มีสเดินลุยน้ำไปที่ริมฝั่งแล้วปีนขึ้นมา,8,0,0,0,0,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'เดิน', 'ลุย', 'น้ำ', 'ไป', 'ที่', 'ริมฝั่ง', 'แล้ว', 'ปีน', 'ขึ้น', 'มา']"
503,504,“เจ้าแน่ใจหรือ” พระองค์ถามซ้ำ,8,0,0,0,0,1,"['เจ้า', 'แน่ใจ', 'หรือ', 'พระองค์', 'ถาม', 'ซ้ำ']"
504,505,นำขวานเข้าไปใกล้คนตัดไม้เพื่อที่เขาจะได้เห็นชัดเจนยิ่งขึ้น,8,0,0,0,0,1,"['นำ', 'ขวาน', 'เข้าไป', 'ใกล้', 'คน', 'ตัดไม้', 'เพื่อ', 'ที่', 'เขา', 'จะ', 'ได้', 'เห็น', 'ชัดเจน', 'ยิ่งขึ้น']"
505,506,นัยน์ตาของคนตัดไม้เป็นประกายเมื่อเห็นทองคำมีค่า “ใช่แล้ว ใช่แล้วท่าน”,8,1,1,1,1,1,"['นัยน์ตา', 'ของ', 'คน', 'ตัดไม้', 'เป็นประกาย', 'เมื่อ', 'เห็น', 'ทองคำ', 'มีค่า', 'ใช่', 'แล้ว', 'ใช่', 'แล้ว', 'ท่าน']"
506,507,เขาพูดอย่างกระตือรือร้น “ของข้าแน่ๆ” เขาเอื้อมมือออกไปรับขวาน,8,1,1,1,1,1,"['เขา', 'พูด', 'อย่าง', 'กระตือรือร้น', 'ของ', 'ข้า', 'แน่ๆ', 'เขา', 'เอื้อมมือ', 'xxrep', 'ไป', 'รับ', 'ขวาน']"
507,508,เทพเจ้าเฮอร์มีสก้าวถอยหลังแล้วขมวดคิ้ว “เจ้าโง่!”,8,-1,-1,-1,-1,1,"['เทพเจ้า', 'เฮ', 'อร', 'มี', 'ก้าว', 'ถอยหลัง', 'แล้ว', 'ขมวดคิ้ว', 'เจ้า', 'โง่', '!”']"
508,509,พระองค์พูด “ด้วยความโลภมากของเจ้า เจ้าไม่เพียงแต่เสียขวานของเจ้าเอง แต่เจ้ายังเสียขวานด้ามนี้ด้วย”,8,-1,-1,-1,-1,1,"['พระองค์', 'พูด', 'ด้วย', 'ความ', 'โลภมาก', 'ของ', 'เจ้า', 'เจ้า', 'ไม่เพียงแต่', 'เสีย', 'ขวาน', 'ของ', 'เจ้า', 'เอง', 'แต่', 'เจ้า', 'ยัง', 'เสีย', 'ขวาน', 'ด้าม', 'นี้', 'ด้วย']"
509,510,พูดจบ เทพเจ้าเฮอร์มีสก็โยนขวานไปด้านหลังอย่างไม่ใส่ใจ แล้วเดินหายไปในหมู่ต้นไม้,8,-1,-1,-1,-1,1,"['พูด', 'จบ', 'เทพเจ้า', 'เฮ', 'อร', 'มี', 'ก็', 'โยน', 'ขวาน', 'ไป', 'ด้านหลัง', 'อย่าง', 'ไม่', 'ใส่ใจ', 'แล้ว', 'เดิน', 'หาย', 'ไป', 'ใน', 'หมู่', 'ต้นไม้']"
510,511,คนตัดไม้คอตกเมื่อเขามองขวานทองคำเป็นประกายอยู่ในอากาศหล่นตูมลงไปในน้ำแล้วกลืนหายไปในฟองคลื่น,8,-1,0,0,0,0,"['คน', 'ตัดไม้', 'คอตก', 'เมื่อ', 'เขา', 'มอง', 'ขวาน', 'ทองคำ', 'เป็นประกาย', 'อยู่', 'ใน', 'อากาศ', 'หล่น', 'ตูม', 'ลง', 'ไป', 'ใน', 'น้ำ', 'แล้ว', 'กลืน', 'หาย', 'ไป', 'ใน', 'ฟอง', 'คลื่น']"
511,512,เขาไม่เคยได้เห็นขวานนั้นอีกเลย,8,0,-1,0,0,0,"['เขา', 'ไม่', 'เคย', 'ได้', 'เห็น', 'ขวาน', 'นั้น', 'อีก', 'เลย']"
512,513,“นิทานเรื่องนี้สอนให้รู้ว่า” ผู้ที่ซื่อสัตย์ ย่อมได้รับผลดีตอบแทน,8,1,1,1,1,1,"['นิทาน', 'เรื่อง', 'นี้', 'สอน', 'ให้', 'รู้', 'ว่า', 'ผู้', 'ที่', 'ซื่อสัตย์', 'ย่อม', 'ได้รับ', 'ผลดี', 'ตอบแทน']"
513,514,ต้นไม้แปลงร่าง,9,0,0,0,0,1,"['ต้นไม้', 'แปลงร่าง']"
514,515,ฟรองซัวส์ เลอ เกลาเอค,9,0,0,0,0,1,"['รอง', 'ซัวส์', 'เลอ', 'เกลา', 'เอ']"
515,516,เช้าวันหนึ่ง ณ ป่าที่เคยเงียบสงบ,9,1,0,1,1,0,"['เช้า', 'วันหนึ่ง', 'ป่า', 'ที่', 'เคย', 'เงียบสงบ']"
516,517,คนกลุ่มหนึ่งกำลังส่งเสียงอึกทึก,9,-1,0,0,0,0,"['คน', 'กลุ่ม', 'หนึ่ง', 'กำลัง', 'ส่งเสียง', 'อึกทึก']"
517,518,พวกเขาดูแผนที่ วัดระยะและป้ายเครื่องหมายสีแดงบนต้นไม้,9,0,0,0,0,1,"['พวกเขา', 'ดู', 'แผนที่', 'วัด', 'ระยะ', 'และ', 'ป้าย', 'เครื่องหมาย', 'สีแดง', 'บน', 'ต้นไม้']"
518,519,พวกต้นไม้พากันตกใจ พวกมันยืนนิ่งไม่กล้ากระดุกกระดิก,9,-1,-1,-1,-1,1,"['พวก', 'ต้นไม้', 'พา', 'กัน', 'ตกใจ', 'พวก', 'มัน', 'ยืน', 'นิ่ง', 'ไม่', 'กล้า', 'กระดุกกระดิก']"
519,520,เมื่อคนพวกนั้นจากไป ลมวูบใหญ่ก็พัดมา,9,-1,0,0,0,0,"['เมื่อ', 'คน', 'พวก', 'นั้น', 'จากไป', 'ลม', 'วูบ', 'ใหญ่', 'ก็', 'พัด', 'มา']"
520,521,เป็นลมของต้นไม้ทั้งหลายที่ถอนหายใจเมื่ออยู่ตามลำพัง,9,-1,-1,-1,-1,1,"['เป็นลม', 'ของ', 'ต้นไม้', 'ทั้งหลาย', 'ที่', 'ถอนหายใจ', 'เมื่อ', 'อยู่', 'ตามลำพัง']"
521,522,ต้นไม้ต่างมองดูกันและกัน,9,0,0,0,0,1,"['ต้นไม้', 'ต่าง', 'มองดู', 'กันและกัน']"
522,523,ต้นเกาลัดซึ่งแก่ที่สุดในป่าและเป็นผู้ที่ต้นไม้ทุกต้นให้ความนับถือพูดขึ้นว่า,9,1,0,0,0,0,"['ต้น', 'เกาลัด', 'ซึ่ง', 'แก่', 'ที่สุด', 'ใน', 'ป่า', 'และ', 'เป็น', 'ผู้', 'ที่', 'ต้นไม้', 'ทุก', 'ต้น', 'ให้', 'ความนับถือ', 'พูด', 'ขึ้น', 'ว่า']"
523,524,“นี่เป็นเครื่องหมายที่คนตัดต้นไม้เขาใช้ ทุกปีเขาจะเลือกต้นไม้ในป่าของพวกเขาไปเข้าโรงเลื่อย”,9,0,0,0,0,1,"['นี่', 'เป็น', 'เครื่องหมาย', 'ที่', 'คน', 'ตัด', 'ต้นไม้', 'เขา', 'ใช้', 'ทุกปี', 'เขา', 'จะ', 'เลือก', 'ต้นไม้', 'ใน', 'ป่า', 'ของ', 'พวกเขา', 'ไป', 'เข้า', 'โรงเลื่อย']"
524,525,“ฉันไม่อยากไป ฉันยังเด็กอยู่เลย ไม่ใช่ต้นใหญ่อย่างลุงสักหน่อย” ต้นสนต้นหนึ่งพูด,9,-1,-1,0,0,0,"['ฉัน', 'ไม่', 'อยาก', 'ไป', 'ฉัน', 'ยัง', 'เด็ก', 'อยู่เลย', 'ไม่', 'ใช่', 'ต้น', 'ใหญ่', 'อย่าง', 'ลุง', 'สักหน่อย', 'ต้นสน', 'ต้น', 'หนึ่ง', 'พูด']"
